theta1,theta2,w1,w2
0.1041998129,-0.396262201,2.6036926783,0.8168298488
0.1298900032,-0.3874379188,2.5329828558,0.9481842834
0.1548599016,-0.3772994596,2.4596870223,1.0794447881
0.1790841616,-0.3658499184,2.383889785,1.2102174652
0.2025381073,-0.3530959627,2.3056452536,1.3401770272
0.2251974738,-0.3390471927,2.2249855928,1.4690580982
0.2470382278,-0.3237155826,2.1419285545,1.5966475776
0.2680364586,-0.3071149938,2.05648405,1.72277796
0.2881683306,-0.2892607499,1.9686598831,1.847321425
0.3074100887,-0.2701692685,1.878466795,1.9701844628
0.3257381118,-0.2498577431,1.7859229993,2.0913027741
0.3431290089,-0.2283438771,1.6910584003,2.2106361614
0.3595597569,-0.2056456683,1.593918703,2.3281631187
0.3750078791,-0.1817812504,1.4945696406,2.4438748057
0.3894516673,-0.1567687987,1.3931015604,2.5577680802
0.4028704521,-0.1306265106,1.2896346238,2.6698372429
0.4152449294,-0.1033726765,1.1843248887,2.7800641361
0.4265575519,-0.0750258582,1.077371535,2.8884062422
0.436793,-0.0456051981,0.9690254681,2.9947824588
0.4459387458,-0.0151308819,0.8595994571,3.0990563213
0.4539857263,0.016375217,0.7494798189,3.2010166293
0.4609291409,0.0488886869,0.6391394024,3.3003557609
0.4667693842,0.0823815009,0.5291512261,3.3966464941
0.4715131155,0.1168207028,0.4202015383,3.4893189334
0.4751744523,0.1521668694,0.3131002929,3.5776401991
0.4777762488,0.1883723914,0.2087861238,3.6607008011
0.4793513878,0.2253796641,0.108322005,3.7374128955
0.4799439722,0.2631193342,0.0128772232,3.8065264783
0.4796102563,0.301508814,-0.0763084679,3.8666693852
0.4784191221,0.340451327,-0.157981058,3.9164149678
0.4764518888,0.3798357724,-0.2309481041,3.9543769931
0.4738012763,0.4195376638,-0.2941685713,3.9793248252
0.4705694229,0.4594212915,-0.3468457319,3.9903046712
0.4668649936,0.4993430821,-0.3885081682,3.9867471207
0.4627995781,0.539155911,-0.4190633644,3.9685402183
0.4584837235,0.5787139277,-0.4388124243,3.9360525118
0.4540230313,0.6178773377,-0.4484223743,3.8901009764
0.4495147368,0.6565165958,-0.4488617191,3.831870973
0.4450450886,0.694515594,-0.4413121545,3.7628050779
0.4406876925,0.7317736337,-0.4270723495,3.6844816603
0.4365028169,0.7682061833,-0.407468229,3.5985021224
0.4325375347,0.8037445898,-0.3837796629,3.5063997056
0.4288265,0.838335007,-0.3571880378,3.4095755538
0.4253931416,0.871936824,-0.3287445708,3.3092616393
0.4222510759,0.9045208496,-0.2993562646,3.2065062907
0.4194055823,0.9360674502,-0.2697851199,3.1021764397
0.4168550309,0.9665647797,-0.2406561801,2.9969707271
0.414592197,0.9960071807,-0.2124706507,2.8914385509
0.4126054257,1.0243937956,-0.18562126,2.7860014034
0.4108796376,1.0517273961,-0.1604079329,2.6809740579
0.4093971804,1.0780134187,-0.1370525992,2.5765841627
0.4081385374,1.103259186,-0.115712512,2.4729895234
0.4070829128,1.1274732888,-0.096491828,2.3702928392
0.406208708,1.1506651022,-0.0794514386,2.2685539547
0.4054939104,1.1728444124,-0.06461717,2.1677998469
0.4049164062,1.1940211325,-0.0519865353,2.068032637
0.4044542332,1.2142050904,-0.0415342424,1.9692359325
0.4040857842,1.2334058707,-0.033216655,1.871379789
0.4037899704,1.2516327014,-0.0269753884,1.7744245499
0.4035463527,1.2688943738,-0.022740198,1.6783237871
0.4033352474,1.285199187,-0.0204312935,1.5830265295
0.4031378115,1.3005549124,-0.0199611912,1.4884789315
0.4029361114,1.3149687723,-0.0212361948,1.3946255084
0.402713178,1.3284474282,-0.0241575793,1.3014100351
0.4024530522,1.3409969777,-0.0286225369,1.2087761904
0.4021408214,1.3526229559,-0.0345249324,1.1166680069
0.4017626492,1.3633303409,-0.0417559075,1.0250301766
0.4013058002,1.3731235618,-0.0502043623,0.9338082502
0.4007586601,1.3820065077,-0.0597573389,0.8429487574
0.4001107525,1.3899825382,-0.0703003274,0.7523992728
0.3993527535,1.397054494,-0.0817175078,0.6621084423
0.3984765032,1.4032247076,-0.0938919417,0.5720259826
0.3974750162,1.408495014,-0.1067057229,0.4821026626
0.3963424908,1.4128667612,-0.1200400956,0.3922902731
0.3950743169,1.4163408199,-0.1337755468,0.302541588
0.3936670831,1.4189175936,-0.1477918789,0.2128103191
0.392118583,1.4205970273,-0.1619682663,0.1230510668
0.3904278218,1.4213786165,-0.176183302,0.0332192633
0.3885950213,1.421261415,-0.1903150359,-0.056728889
0.3866216257,1.4202440421,-0.2042410095,-0.1468364881
0.3845103059,1.4183246897,-0.2178382893,-0.2371460138
0.3822649648,1.4155011276,-0.2309835025,-0.3276994207
0.3798907408,1.4117707085,-0.2435528768,-0.4185382477
0.3773940121,1.4071303715,-0.2554222871,-0.5097037432
0.3747823998,1.4015766442,-0.2664673133,-0.6012370124
0.3720647704,1.3951056435,-0.2765633092,-0.6931791841
0.3692512378,1.3877130746,-0.2855854888,-0.7855716021
0.3663531643,1.3793942275,-0.2934090303,-0.8784560394
0.3633831603,1.3701439717,-0.2999092046,-0.971874936
0.3603550826,1.3599567484,-0.3049615306,-1.0658716567
0.3572840312,1.3488265599,-0.3084419647,-1.1604907673
0.3541863437,1.3367469559,-0.3102271317,-1.2557783205
0.3510795878,1.3237110177,-0.3101946053,-1.3517821429
0.3479825495,1.3097113385,-0.3082232521,-1.4485521091
0.344915219,1.2947400018,-0.3041936541,-1.5461403823
0.3418987709,1.2787885577,-0.2979886305,-1.6446015963
0.3389555387,1.2618479971,-0.2894938874,-1.7439929401
0.3361089829,1.2439087262,-0.2785988303,-1.8443740995
0.333383649,1.2249605421,-0.2651975876,-1.945806989
0.3308051144,1.2049926131,-0.249190308,-2.0483551913
0.3283999217,1.1839934647,-0.230484811,-2.1520829922
0.3261954918,1.1619509794,-0.2089986985,-2.2570538677
0.3242200145,1.138852414,-0.1846620603,-2.3633282373
0.3225023087,1.1146844429,-0.1574209489,-2.4709602431
0.3210716425,1.0894332407,-0.1272418408,-2.5799932534
0.3199575043,1.0630846155,-0.0941173559,-2.6904537114
0.3191893088,1.0356242141,-0.0580735661,-2.802342863
0.3187960215,1.0070378217,-0.0191792802,-2.9156258119
0.318805679,0.9773117851,0.0224422592,-3.0302172671
0.3192447799,0.9464335978,0.066598813,-3.1459633105
0.3201375135,0.9143926887,0.1130113198,-3.2626185489
0.321504794,0.8811814628,0.161292576,-3.3798182158
0.323363064,0.8467966481,0.2109225721,-3.4970452486
0.3257228352,0.8112409948,0.2612213164,-3.6135932432
0.3285869489,0.7745253612,0.3113210908,-3.7285276382
0.3319485641,0.7366711881,0.3601417029,-3.8406496349
0.3357889242,0.6977133041,0.4063743995,-3.9484701824
0.3400750251,0.6577029178,0.4484823702,-4.0502044649
0.3447573939,0.6167105314,0.4847274582,-4.1437997194
0.3497682908,0.5748283757,0.5132325359,-4.2270091962
0.3550207336,0.532171848,0.5320854005,-4.297520483
0.3604087701,0.4888793886,0.5394818971,-4.3531357019
0.3658093554,0.4451103263,0.5338938661,-4.3919850075
0.3710859734,0.4010404988,0.5142348773,-4.412737929
0.3760938219,0.356855879,0.4799893821,-4.4147672537
0.3806860204,0.3127449133,0.4312743438,-4.3982247092
0.38472004,0.2688906193,0.3688176989,-4.3640081301
0.3880634994,0.2254635573,0.2938598282,-4.3136289126
0.3905986388,0.1826165608,0.2080033539,-4.2490139111
0.3922251179,0.1404816629,0.1130454386,-4.1722873714
0.3928611332,0.0991691928,0.0108236736,-4.0855738983
0.3924431235,0.0587686555,-0.0969043794,-3.9908483557
0.3909244685,0.0193508433,-0.2085407721,-3.8898413033
0.3882735943,-0.0190293841,-0.3226886788,-3.7839952709
0.3844718384,-0.0563301101,-0.438164094,-3.6744601217
0.3795113212,-0.092519487,-0.5539874302,-3.5621141133
0.373392979,-0.1275731704,-0.6693636597,-3.4475989449
0.3661248355,-0.1614721482,-0.7836575226,-3.3313600935
0.357720532,-0.1942009837,-0.8963681132,-3.2136867976
0.3481981082,-0.2257464464,-1.007105334,-3.094748518
0.3375790051,-0.2560964849,-1.1155693952,-2.974626454
0.3258872555,-0.2852394889,-1.2215336991,-2.8533397911
0.3131488299,-0.3131637875,-1.3248309607,-2.7308669746
0.2993911048,-0.3398573365,-1.4253421743,-2.6071625937
0.2846424291,-0.3653075545,-1.5229879447,-2.4821705641
0.2689317661,-0.389501274,-1.6177216933,-2.3558342813
0.2522883953,-0.4124247802,-1.7095242863,-2.2281043628
0.2347416619,-0.4340639169,-1.7983996891,-2.0989445185
0.2163207659,-0.4544042427,-1.8843713015,-1.9683360142
0.1970545843,-0.4734312265,-1.9674786863,-1.8362811305
0.1769715259,-0.4911304722,-2.0477744415,-1.7028059682
0.1560994159,-0.5074879708,-2.1253210035,-1.5679629156
0.1344654146,-0.5224903741,-2.2001871909,-1.4318330678
0.1120959713,-0.5361252953,-2.2724443152,-1.2945288771
0.0890168206,-0.548381636,-2.3421616967,-1.1561973028
0.0652530259,-0.5592499492,-2.4094014271,-1.0170237278
0.0408290806,-0.5687228452,-2.4742122296,-0.8772368987
0.0157690748,-0.5767954529,-2.5366222785,-0.7371151286
-0.0099030609,-0.5834659502,-2.5966308677,-0.5969939605
-0.0361632214,-0.5887361782,-2.6541988665,-0.4572754066
-0.0629866925,-0.5926123562,-2.7092379976,-0.3184387402
-0.0903476027,-0.595105912,-2.7615991211,-0.1810525884
-0.1182182544,-0.5962344379,-2.8110599462,-0.0457877297
-0.1465683305,-0.5960227771,-2.8573129303,0.0865704894
-0.1753639832,-0.5945042271,-2.8999545769,0.2151118436
-0.2045668276,-0.5917218319,-2.9384778886,0.3387955212
-0.2341328801,-0.5877296991,-2.9722703109,0.4564523093
-0.2640115107,-0.5825942473,-3.0006199597,0.5667985835
-0.2941445063,-0.576395244,-3.0227330522,0.6684661251
-0.3244653716,-0.5692264567,-3.0377649327,0.7600509809
-0.3548990117,-0.5611957157,-3.044865637,0.8401824343
-0.3853619419,-0.5524241887,-3.0432384313,0.9076095408
-0.4157631389,-0.5430447163,-3.0322064677,0.9612979614
-0.4460055813,-0.5331991546,-3.0112793646,1.0005251237
-0.4759884301,-0.5230348093,-2.9802093364,1.0249587267
-0.5056096923,-0.5127002077,-2.9390266361,1.0347039675
-0.5347691127,-0.5023405852,-2.8880470846,1.0303093387
-0.5633709917,-0.4920935345,-2.8278497765,1.0127286057
-0.5913266369,-0.4820852451,-2.759229075,0.9832452737
-0.618556224,-0.4724276583,-2.6831297617,0.9433726913
-0.6449899524,-0.4632167026,-2.6005763128,0.8947459133
-0.6705684912,-0.454531612,-2.5126064696,0.8390202246
-0.6952428038,-0.4464351952,-2.4202163872,0.7777869935
-0.7189734938,-0.4389748414,-2.3243209669,0.7125121638
-0.7417298341,-0.4321840224,-2.2257296823,0.6444978792
-0.7634886274,-0.4260840693,-2.1251359303,0.5748644008
-0.7842330216,-0.4206860372,-2.0231168061,0.5045478064
-0.803951366,-0.4159925277,-1.9201400014,0.4343086407
-0.822636165,-0.4119993805,-1.8165748978,0.3647472095
-0.8402831567,-0.4086971888,-1.712705567,0.2963221225
-0.856890527,-0.4060726197,-1.6087440667,0.2293696727
-0.8724582544,-0.4041095411,-1.5048430122,0.1641224926
-0.886987576,-0.4027899688,-1.4011068616,0.1007266075
-0.9004805587,-0.4020948516,-1.2976016776,0.039256476
-0.9129397598,-0.4020047175,-1.194363339,-0.0202720696
-0.9243679626,-0.4025002001,-1.0914042981,-0.0778908871
-0.9347679728,-0.4035624656,-0.9887190457,-0.1336703933
-0.9441424629,-0.4051735571,-0.8862884682,-0.1877119949
-0.9524938556,-0.4073166698,-0.7840832842,-0.2401418335
-0.9598242375,-0.4099763703,-0.6820667343,-0.2911056064
-0.9661352957,-0.4131387683,-0.5801966837,-0.3407642468
-0.9714282739,-0.4167916493,-0.4784272745,-0.3892902695
-0.9757039419,-0.4209245737,-0.3767102518,-0.4368646118
-0.9789625781,-0.4255289461,-0.2749960709,-0.4836738171
-0.9812039615,-0.4305980577,-0.173234883,-0.5299074216
-0.9824273735,-0.4361271039,-0.0713774886,-0.5757554166
-0.982631609,-0.4421131757,0.0306236552,-0.6214056611
-0.9818149989,-0.4485552255,0.1328132852,-0.667041117
-0.9799754434,-0.4554540035,0.2352319539,-0.7128367791
-0.9771104625,-0.4628119616,0.3379143241,-0.758956156
-0.9732172637,-0.4706331197,0.440887032,-0.8055471521
-0.9682928343,-0.4789228874,0.5441660061,-0.8527371817
-0.9623340639,-0.4876878322,0.6477531168,-0.9006273388
-0.955337903,-0.4969353847,0.7516320297,-0.9492854364
-0.9473015684,-0.5066734678,0.8557631368,-0.9987377364
-0.9382228035,-0.5169100363,0.9600774595,-1.0489592212
-0.9281002054,-0.5276525118,1.0644694609,-1.0998623199
-0.9169336291,-0.5389070963,1.1687887843,-1.1512841254
-0.9047246796,-0.5506779524,1.2728310719,-1.2029723334
-0.8914772993,-0.5629662355,1.3763282195,-1.2545704306
-0.8771984552,-0.5757689777,1.4789387078,-1.3056030769
-0.8618989196,-0.5890778292,1.580239022,-1.35546316
-0.8455941278,-0.6028776823,1.6797175947,-1.4034026196
-0.8283050801,-0.6171452308,1.7767731344,-1.4485297584
-0.8100592329,-0.6318475406,1.870719497,-1.4898161932
-0.7908913029,-0.6469407473,1.9607992681,-1.5261166226
-0.7708438869,-0.6623690223,2.0462077222,-1.5562038849
-0.749967788,-0.6780639705,2.1261276685,-1.5788201285
-0.7283219397,-0.6939446171,2.1997738435,-1.5927422707
-0.7059728461,-0.7099181118,2.2664432226,-1.5968566267
-0.6829935017,-0.7258812064,2.3255654405,-1.590234425
-0.6594618239,-0.741722467,2.3767461808,-1.5721979559
-0.6354587045,-0.7573250753,2.4197965968,-1.5423672986
-0.6110658527,-0.7725699779,2.4547437995,-1.5006803051
-0.5863636338,-0.7873390903,2.4818207989,-1.4473832326
-0.5614291102,-0.801518264,2.5014380456,-1.3829947761
-0.5363344474,-0.8149997744,2.5141417901,-1.308250657
-0.5111457864,-0.8276841806,2.5205660336,-1.2240382387
-0.4859226114,-0.8394815063,2.5213847272,-1.1313305601
-0.4607175794,-0.8503117778,2.5172694345,-1.0311272404
-0.4355767361,-0.8601050207,2.508855621,-0.924406845
-0.4105400218,-0.8688008432,2.4967186966,-0.8120924556
-0.3856419671,-0.8763477425,2.4813593641,-0.6950299523
-0.3609124924,-0.8827022525,2.463196862,-0.5739771321
-0.3363777395,-0.8878280324,2.4425682825,-0.4496011798
-0.3120608844,-0.8916949642,2.4197321471,-0.3224819829
-0.2879828968,-0.8942783072,2.3948746617,-0.1931190891
-0.2641632279,-0.8955579355,2.3681174087,-0.0619405598
-0.2406204155,-0.8955176699,2.3395255749,0.0706875553
-0.2173726074,-0.8941447053,2.3091161153,0.2044519867
-0.1944380029,-0.8914291272,2.2768654846,0.3390837888
-0.171835221,-0.8873635085,2.2427167426,0.4743509481
-0.1495836005,-0.8819425741,2.2065859569,0.6100521754
-0.1277034395,-0.8751629216,2.1683678977,0.7460118888
-0.1062161818,-0.8670227866,2.1279410662,0.8820763299
-0.0851445561,-0.8575218413,2.0851721167,1.0181107105
-0.0645126734,-0.8466610162,2.0399197407,1.1539972749
-0.0443460888,-0.8344423378,1.992038083,1.2896341487
-0.0246718309,-0.8208687737,1.9413797511,1.4249348486
-0.0055184029,-0.8059440794,1.8877984799,1.5598283239
0.0130842413,-0.7896726432,1.831151503,1.6942594061
0.0311047427,-0.7720593236,1.7713016847,1.8281895384
0.0485104043,-0.7531092797,1.7081194677,1.9615976565
0.0652672762,-0.7328277913,1.6414846964,2.0944810791
0.0813402579,-0.7112200708,1.5712883908,2.2268562573
0.0966932196,-0.688291069,1.4974345668,2.3587592042
0.1112891415,-0.6640452784,1.4198422254,2.4902453943
0.1250902737,-0.6384865406,1.3384476784,2.6213888756
0.1380583228,-0.6116178676,1.2532074313,2.7522802675
0.1501546696,-0.5834412893,1.1641019161,2.8830232322
0.1613406302,-0.5539577456,1.0711404613,3.0137288854
0.1715777729,-0.5231670458,0.9743680008,3.1445074626
0.1808283142,-0.4910679272,0.8738741592,3.2754563679
0.1890556173,-0.457658254,0.7698055089,3.4066435164
0.196224833,-0.4229354091,0.6623819448,3.5380846509
0.2023037265,-0.3868969468,0.5519182376,3.669713126
0.2072637489,-0.3495415894,0.438851824,3.8013405983
0.2110814197,-0.3108706659,0.3237776442,3.9326073251
0.2137400948,-0.2708901018,0.2074901235,4.0629216383
0.2152321876,-0.2296130674,0.0910309153,4.1913900597
0.2155618896,-0.1870633632,-0.0242615976,4.3167429685
0.2147483784,-0.1432795507,-0.1367090991,4.4372661757
0.2128293981,-0.0983197006,-0.2442698756,4.5507561141
0.2098649318,-0.0522664136,-0.3445541919,4.6545242722
0.2059404717,-0.0052314755,-0.4349008797,4.7454814093
0.2011691618,0.0426408044,-0.5125339967,4.8203280517
0.1956919462,0.091172734,-0.5748034666,4.8758583124
0.1896749223,0.1401559492,-0.619486163,4.909347543
0.1833034935,0.1893582733,-0.6450913273,4.9189503956
0.1767736314,0.2385343667,-0.6510930578,4.904006837
0.1702813719,0.2874387148,-0.6380203225,4.8651632193
0.1640122422,0.3358387421,-0.6073752268,4.8042689162
0.1581323466,0.3835257906,-0.5614055666,4.7240827894
0.1527823093,0.4303224019,-0.5027996055,4.6278795777
0.1480744601,0.4760854285,-0.4343808798,4.5190591134
0.1440929008,0.5207054754,-0.3588611153,4.4008345037
0.1408956592,0.5641037405,-0.278676977,4.2760320054
0.1385180421,0.6062274274,-0.1959082716,4.1469979845
0.1369764362,0.647044713,-0.1122593695,4.0155876664
0.1362720342,0.6865399342,-0.0290814047,3.8832053268
0.1363941881,0.7247093641,0.0525842718,3.7508699343
0.137323261,0.7615577191,0.1319553332,3.6192879908
0.1390329615,0.7970953962,0.2084589057,3.488922722
0.1414922009,0.8313363678,0.2816875084,3.3600543377
0.1446665442,0.8642966269,0.3513620983,3.2328296649
0.1485193273,0.8959930753,0.417302246,3.107301459
0.1530125115,0.9264427549,0.4794027045,2.9834586342
0.1581073316,0.9556623412,0.5376153451,2.8612489622
0.1637647891,0.9836678283,0.591935419,2.7405957541
0.1699460262,1.0104743551,0.6423912042,2.6214098614
0.1766126115,1.0360961309,0.6890362487,2.5035981035
0.1837267592,1.0605464299,0.7319435751,2.3870690045
0.1912514992,1.0838376311,0.7712013466,2.2717365297
0.1991508095,1.1059812872,0.8069096123,2.1575223494
0.2073897214,1.1269882105,0.8391778437,2.0443570327
0.2159344024,1.1468685649,0.8681230432,1.9321804711
0.2247522239,1.1656319601,0.8938682688,1.8209417598
0.2338118149,1.1832875423,0.9165414546,1.7105987057
0.2430831054,1.1998440773,0.9362744456,1.6011170885
0.2525373611,1.2153100267,0.9532021838,1.4924697683
0.2621472109,1.2296936138,0.9674620064,1.3846357111
0.2718866673,1.2430028796,0.9791930221,1.2775989822
0.2817311413,1.2552457288,0.9885355502,1.1713477482
0.2916574518,1.2664299659,0.9956306046,1.0658733124
0.30164383,1.2765633218,1.0006194169,0.9611692078
0.3116699194,1.2856534717,1.0036429908,0.8572303582
0.3217167714,1.293708045,1.0048416849,0.7540523197
0.3317668366,1.3007346282,1.0043548205,0.6516306081
0.3418039528,1.3067407613,1.0023203128,0.549960116
0.3518133289,1.3117339286,0.9988743217,0.4490346228
0.3617815259,1.3157215457,0.9941509215,0.3488463961
0.3716964343,1.3187109424,0.9882817845,0.249385888
0.3815472485,1.3207093435,0.9813958759,0.1506415222
0.3913244384,1.3217238472,0.9736191542,0.0525995756
0.4010197175,1.3217614039,0.9650742721,-0.0447558486
0.4106260088,1.3208287941,0.95588027,-0.1414427528
0.4201374066,1.318932608,0.946152255,-0.2374810812
0.429549136,1.3160792274,0.9360010549,-0.3328924552
0.438857508,1.3122748102,0.9255328364,-0.4276998037
0.448059871,1.3075252795,0.9148486759,-0.5219268792
0.4571545573,1.3018363183,0.9040440662,-0.6155976501
0.4661408253,1.2952133703,0.8932083456,-0.7087355555
0.475018794,1.2876616499,0.8824240281,-0.8013626054
0.4837893719,1.2791861608,0.8717660164,-0.8934983073
0.4924541761,1.2697917272,0.8613006737,-0.9851583938
0.5010154423,1.2594830382,0.8510847303,-1.0763533259
0.5094759219,1.248264709,0.841163998,-1.1670865395
0.5178387668,1.2361413603,0.8315718662,-1.2573524039
0.5261073961,1.2231177199,0.8223275528,-1.347133859
0.5342853456,1.2091987499,0.8134340864,-1.4363996986
0.542376095,1.1943898026,0.8048760022,-1.5251014769
0.5503828706,1.1786968093,0.7966167445,-1.6131700235
0.5583084205,1.1621265058,0.7885957852,-1.7005115738
0.5661547604,1.144686699,0.7807254932,-1.7870035547
0.5739228858,1.1263865764,0.7728878261,-1.8724901066
0.5816124511,1.107237062,0.7649309617,-1.9567774881
0.5892214156,1.0872512181,0.7566660525,-2.0396295892
0.5967456572,1.0664446906,0.7478643597,-2.1207638772
0.6041785606,1.044836192,0.7382551122,-2.1998482161
0.6115105893,1.0224480096,0.7275245256,-2.2764991176
0.6187288538,0.9993065242,0.7153164958,-2.3502820894
0.625816697,0.9754427109,0.7012355297,-2.4207148104
0.6327533218,0.950892594,0.684852465,-2.4872738525
0.6395134906,0.9256976142,0.6657134293,-2.5494055324
0.6460673315,0.899904866,0.6433522666,-2.6065411927
0.6523802867,0.8735671599,0.6173063129,-2.6581167455
0.6584132335,0.8467428693,0.5871349314,-2.7035956983
0.6641228025,0.8194955329,0.5524396964,-2.7424941921
0.6694619029,0.7918932014,0.5128846261,-2.7744059391
0.6743804443,0.7640075409,0.4682145332,-2.7990245306
0.6788262291,0.7359127343,0.4182695169,-2.8161605351
0.6827459644,0.7076842419,0.3629939086,-2.8257512239
0.686086334,0.6793975077,0.3024386114,-2.8278616151
0.6887950577,0.6511266985,0.2367566174,-2.8226766685
0.6908218738,0.6229435651,0.1661923761,-2.8104856498
0.6921193873,0.5949164935,0.0910664253,-2.7916606541
0.6926437448,0.5671097949,0.011757148,-2.7666318499
0.6923551183,0.5395832526,-0.0713183861,-2.7358620952
0.6912179961,0.5123919196,-0.157722749,-2.6998232481
0.6892013002,0.4855861396,-0.2470143345,-2.6589758858
0.6862783535,0.4592117508,-0.3387605909,-2.6137534315
0.6824267314,0.4333104252,-0.432547993,-2.5645510123
0.6776280295,0.4079200954,-0.5279888416,-2.5117188448
0.6718675794,0.3830754262,-0.6247252402,-2.4555595905
0.6651341366,0.3588082947,-0.7224307437,-2.3963289477
0.6574195628,0.3351482503,-0.8208102087,-2.3342387069
0.6487185172,0.3121229329,-0.9195983463,-2.2694615527
0.6390281682,0.2897584374,-1.0185574015,-2.2021370093
0.6283479306,0.2680796129,-1.1174742923,-2.13237805
0.6166792344,0.2471102945,-1.2161574512,-2.0602780295
0.6040253259,0.2268734643,-1.3144335229,-1.9859177058
0.5903911024,0.2073913421,-1.4121440058,-1.9093722199
0.5757829802,0.1886854071,-1.5091418659,-1.8307179752
0.5602087973,0.1707763512,-1.6052881077,-1.7500394136
0.54367775,0.153683965,-1.70044826,-1.667435727
0.5262003656,0.1374269563,-1.794488711,-1.5830275637
0.5077885129,0.1220227026,-1.8872728214,-1.4969638009
0.4884554522,0.1074869343,-1.978656744,-1.4094284491
0.4682159292,0.0938333486,-2.0684848925,-1.3206477335
0.4470863164,0.0810731514,-2.1565850285,-1.2308973574
0.4250848044,0.0692145258,-2.2427629784,-1.1405098912
0.4022316491,0.0582620264,-2.3267970593,-1.0498821344
0.3785494749,0.0482159009,-2.4084323768,-0.9594821756
0.3540636351,0.039071343,-2.487375279,-0.8698557086
0.3288026268,0.030817688,-2.5632883885,-0.7816309641
0.3027985497,0.0234375671,-2.6357867982,-0.6955213937
0.2760875973,0.0169060498,-2.7044361793,-0.6123250172
0.2487105537,0.011189811,-2.7687536884,-0.5329191717
0.2207132661,0.0062463787,-2.828212622,-0.4582493292
0.192147049,0.0020235248,-2.8822517058,-0.3893107831
0.1630689709,-0.001541122,-2.930289645,-0.3271224104
0.133541968,-0.0045201607,-2.9717450762,-0.2726924706
0.1036347324,-0.0069961218,-3.0060613328,-0.2269774887
0.0734213312,-0.0090607315,-3.0327345471,-0.1908365936
0.0429805334,-0.0108137027,-3.0513427117,-0.1649849973
0.0123948483,-0.0123610696,-3.0615726404,-0.1499512883
-0.0182506866,-0.0138131254,-3.0632415363,-0.1460435201
-0.048869899,-0.0152820772,-3.0563102607,-0.1533284676
-0.0793769602,-0.0168795681,-3.0408864027,-0.1716269021
-0.1096878407,-0.0187142356,-3.0172166943,-0.2005255589
-0.1397216386,-0.0208894708,-2.985669872,-0.2394041446
-0.1694016934,-0.0235015156,-2.9467123789,-0.2874737772
-0.1986564288,-0.0266379894,-2.9008800591,-0.3438221025
-0.2274199006,-0.0303768887,-2.8487491071,-0.4074601264
-0.2556320577,-0.0347860512,-2.7909090885,-0.4773664373
-0.2832387504,-0.0399230405,-2.7279400422,-0.5525256656
-0.3101915325,-0.0458353806,-2.6603947545,-0.6319593866
-0.3364473139,-0.0525610601,-2.5887864577,-0.7147489189
-0.3619679169,-0.0601292229,-2.5135815771,-0.8000504256
-0.3867195831,-0.0685609752,-2.4351967595,-0.8871033334
-0.4106724703,-0.0778702452,-2.3539992499,-0.9752333616
-0.4338001669,-0.0880646497,-2.2703096766,-1.0638514934
-0.4560792445,-0.099146334,-2.1844064119,-1.1524500943
-0.4774888596,-0.1111127607,-2.0965308232,-1.2405971814
-0.4980104115,-0.1239574341,-2.0068929007,-1.3279296163
-0.5176272568,-0.1376705533,-1.9156768985,-1.4141457786
-0.5363244797,-0.1522395901,-1.8230467611,-1.4989980917
-0.5540887157,-0.1676497919,-1.729151209,-1.5822856214
-0.5709080232,-0.1838846115,-1.6341284362,-1.6638468588
-0.5867718013,-0.2009260663,-1.5381104282,-1.7435527172
-0.6016707482,-0.2187550275,-1.4412269424,-1.821299719
-0.615596858,-0.2373514429,-1.3436092176,-1.8970033196
-0.6285434535,-0.2566944926,-1.2453934834,-1.9705912972
-0.6405052534,-0.2767626801,-1.1467243416,-2.041997141
-0.6514784726,-0.2975338553,-1.0477580776,-2.1111533823
-0.6614609556,-0.3189851721,-0.9486659386,-2.1779848395
-0.6704523422,-0.3410929767,-0.8496373826,-2.2424017922
-0.6784542659,-0.3638326286,-0.7508832574,-2.304293157
-0.6854705834,-0.3871782527,-0.6526388106,-2.3635198152
-0.6915076329,-0.4111024262,-0.5551663613,-2.4199083406
-0.696574517,-0.4355758062,-0.4587573794,-2.4732454889
-0.7006834024,-0.4605667061,-0.3637336318,-2.5232739359
-0.703849826,-0.4860406377,-0.2704469701,-2.5696898714
-0.70609299,-0.5119598401,-0.179277272,-2.6121431506
-0.7074360268,-0.5382828249,-0.0906280354,-2.6502407359
-0.7079062065,-0.5649639732,-0.0049191795,-2.6835540982
-0.7075350575,-0.5919532293,0.0774232262,-2.7116310343
-0.7063583689,-0.6191959337,0.155980305,-2.7340119864
-0.7044160446,-0.6466328421,0.2303563885,-2.7502504056
-0.7017517859,-0.674200366,0.3001968262,-2.7599360494
-0.6984125897,-0.7018310568,0.3652062408,-2.7627194385
-0.6944480662,-0.7294543354,0.4251655107,-2.7583351714
-0.6899095975,-0.7569974418,0.4799456207,-2.7466215665
-0.6848493783,-0.7843865582,0.5295166913,-2.72753429
-0.6793193936,-0.8115480318,0.5739509787,-2.7011522503
-0.6733703982,-0.8384096164,0.6134193801,-2.6676750191
-0.6670509639,-0.8649016444,0.6481818152,-2.6274121607
-0.6604066513,-0.8909580559,0.6785726168,-2.5807658865
-0.6534793478,-0.9165172244,0.7049825945,-2.5282091817
-0.6463067986,-0.9415225484,0.7278396499,-2.4702618569
-0.6389223327,-0.9659227982,0.747589718,-2.4074668656
-0.6313547749,-0.9896722334,0.7646794717,-2.340368787
