-6.1006300879,0.4221778248,0.4221778248,-0.2821332673,8.1
-5.2962116353,0.2358789143,0.2358789143,-0.2769016466,8.2
-5.3861798013,0.0528014422,0.0528014422,-0.2714205444,8.3
-5.5402179742,-0.1242477695,-0.1242477695,-0.2658579947,8.4
-5.7439036668,-0.2683632656,-0.2683632656,-0.2603746279,8.5
-5.9765636933,-0.3324939392,-0.3324939392,-0.2551166672,8.6
-6.2320556225,-0.2587947104,-0.2587947104,-0.2502107971,8.7
-6.5402709553,0.0183341045,0.0183341045,-0.2457612922,8.8
-6.979315157,0.1193647788,0.1193647788,-0.2418493106,8.9
-7.6743576502,0.1096073904,0.1096073904,-0.2385339147,9
-7.6471304862,0.0408566649,0.0408566649,-0.235854239,9.1
-7.5104260488,-0.0499693444,-0.0499693444,-0.2338322506,9.2
-7.2746517676,-0.1390780546,-0.1390780546,-0.2324756658,9.3
-6.9650385636,-0.2197637377,-0.2197637377,-0.2317807291,9.4
-6.6208142377,-0.3019583634,-0.3019583634,-0.231734695,9.5
-6.2757505837,-0.41119374,-0.41119374,-0.2323179447,9.6
-5.9125491926,-0.581179245,-0.581179245,-0.2335057356,9.7
-5.4418983965,-0.7078374602,-0.7078374602,-0.2352696127,9.8
-4.7120089099,-0.6615174606,-0.6615174606,-0.2375785307,9.9
